Virtual User Script started at: 20.09.2020 22:48:23	[MsgId: MMSG-15967]
Action.c(46): web_remove_auto_header("Sec-Fetch-User") started  	[MsgId: MMSG-26355]
Action.c(46): Previous automatically added web header for "Sec-Fetch-User" removed  	[MsgId: MMSG-26587]
Action.c(46): web_remove/revert_auto_header("Sec-Fetch-User") was successful  	[MsgId: MMSG-26392]
Action.c(48): web_add_auto_header("Sec-Fetch-Dest") started  	[MsgId: MMSG-26355]
Action.c(48): web_add_auto_header("Sec-Fetch-Dest") was successful  	[MsgId: MMSG-26392]
Action.c(51): web_remove_auto_header("Upgrade-Insecure-Requests") started  	[MsgId: MMSG-26355]
Action.c(51): Previous automatically added web header for "Upgrade-Insecure-Requests" removed  	[MsgId: MMSG-26587]
Action.c(51): web_remove/revert_auto_header("Upgrade-Insecure-Requests") was successful  	[MsgId: MMSG-26392]
Action.c(53): web_add_header("Origin") started  	[MsgId: MMSG-26355]
Action.c(53): web_add_header("Origin") was successful  	[MsgId: MMSG-26392]
Action.c(56): web_add_auto_header("Sec-Fetch-Site") started  	[MsgId: MMSG-26355]
Action.c(56): web_add_auto_header("Sec-Fetch-Site") was successful  	[MsgId: MMSG-26392]
Action.c(60): web_reg_find started  	[MsgId: MMSG-26355]
Action.c(60): Registering web_reg_find was successful  	[MsgId: MMSG-26390]
Action.c(65): Notify: Transaction "login" started.	[MsgId: MMSG-16999]
Action.c(67): web_submit_data("login.pl") started  	[MsgId: MMSG-26355]
Action.c(67): Detected non-resource "http://localhost:1080/cgi-bin/nav.pl?page=menu&in=home" in "http://localhost:1080/cgi-bin/login.pl"  	[MsgId: MMSG-26574]
Action.c(67): Detected non-resource "http://localhost:1080/cgi-bin/login.pl?intro=true" in "http://localhost:1080/cgi-bin/login.pl"  	[MsgId: MMSG-26574]
Action.c(67): Found resource "http://localhost:1080/WebTours/images/flights.gif" in HTML "http://localhost:1080/cgi-bin/nav.pl?page=menu&in=home"  	[MsgId: MMSG-26659]
Action.c(67): Found resource "http://localhost:1080/WebTours/images/itinerary.gif" in HTML "http://localhost:1080/cgi-bin/nav.pl?page=menu&in=home"  	[MsgId: MMSG-26659]
Action.c(67): Found resource "http://localhost:1080/WebTours/images/in_home.gif" in HTML "http://localhost:1080/cgi-bin/nav.pl?page=menu&in=home"  	[MsgId: MMSG-26659]
Action.c(67): Found resource "http://localhost:1080/WebTours/images/signoff.gif" in HTML "http://localhost:1080/cgi-bin/nav.pl?page=menu&in=home"  	[MsgId: MMSG-26659]
Action.c(67): Registered web_reg_find successful for "Text=Welcome, <b>VUser5</b>, to the Web Tours reservation pages" (count=1)  	[MsgId: MMSG-26364]
Action.c(67): web_submit_data("login.pl") was successful, 5781 body bytes, 2025 header bytes, 36 chunking overhead bytes  	[MsgId: MMSG-26385]
Action.c(84): Notify: Transaction "login" ended with a "Pass" status (Duration: 0,4502 Wasted Time: 0,0001).	[MsgId: MMSG-16871]
Action.c(86): web_add_auto_header("Sec-Fetch-User") started  	[MsgId: MMSG-26355]
Action.c(86): web_add_auto_header("Sec-Fetch-User") was successful  	[MsgId: MMSG-26392]
Action.c(89): web_add_auto_header("Upgrade-Insecure-Requests") started  	[MsgId: MMSG-26355]
Action.c(89): web_add_auto_header("Upgrade-Insecure-Requests") was successful  	[MsgId: MMSG-26392]
Action.c(92): Think time - Waiting 5,00 seconds (according to limit).	[MsgId: MMSG-15946]
Action.c(92): lr_think_time: 5,00 seconds (recorded think time was 6,00 seconds).	[MsgId: MMSG-15947]
Action.c(94): web_url("Search Flights Button") started  	[MsgId: MMSG-26355]
Action.c(94): Detected non-resource "http://localhost:1080/cgi-bin/nav.pl?page=menu&in=flights" in "http://localhost:1080/cgi-bin/welcome.pl?page=search"  	[MsgId: MMSG-26574]
Action.c(94): Detected non-resource "http://localhost:1080/cgi-bin/reservations.pl?page=welcome" in "http://localhost:1080/cgi-bin/welcome.pl?page=search"  	[MsgId: MMSG-26574]
Action.c(94): Found resource "http://localhost:1080/WebTours/images/in_flights.gif" in HTML "http://localhost:1080/cgi-bin/nav.pl?page=menu&in=flights"  	[MsgId: MMSG-26659]
Action.c(94): Resource "http://localhost:1080/WebTours/images/itinerary.gif" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
Action.c(94): Found resource "http://localhost:1080/WebTours/images/home.gif" in HTML "http://localhost:1080/cgi-bin/nav.pl?page=menu&in=flights"  	[MsgId: MMSG-26659]
Action.c(94): Resource "http://localhost:1080/WebTours/images/signoff.gif" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
Action.c(94): Found resource "http://localhost:1080/WebTours/images/button_next.gif" in HTML "http://localhost:1080/cgi-bin/reservations.pl?page=welcome"  	[MsgId: MMSG-26659]
Action.c(94): web_url("Search Flights Button") was successful, 8516 body bytes, 1620 header bytes, 43 chunking overhead bytes  	[MsgId: MMSG-26385]
Action.c(104): web_add_auto_header("Origin") started  	[MsgId: MMSG-26355]
Action.c(104): web_add_auto_header("Origin") was successful  	[MsgId: MMSG-26392]
Action.c(107): Think time - Waiting 5,00 seconds (according to limit).	[MsgId: MMSG-15946]
Action.c(107): lr_think_time: 5,00 seconds (recorded think time was 22,00 seconds).	[MsgId: MMSG-15947]
Action.c(110): web_reg_find started  	[MsgId: MMSG-26355]
Action.c(110): Registering web_reg_find was successful  	[MsgId: MMSG-26390]
Action.c(114): web_reg_save_param_attrib started  	[MsgId: MMSG-26355]
Action.c(114): Registering web_reg_save_param_attrib was successful  	[MsgId: MMSG-26390]
Action.c(125): web_reg_save_param started  	[MsgId: MMSG-26355]
Action.c(125): Registering web_reg_save_param was successful  	[MsgId: MMSG-26390]
Action.c(131): web_reg_save_param started  	[MsgId: MMSG-26355]
Action.c(131): Registering web_reg_save_param was successful  	[MsgId: MMSG-26390]
Action.c(137): Notify: Transaction "insert_info_for_ticket_search" started.	[MsgId: MMSG-16999]
Action.c(139): web_submit_data("reservations.pl") started  	[MsgId: MMSG-26355]
Action.c(139): Resource "http://localhost:1080/WebTours/images/button_next.gif" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
Action.c(139): Registered web_reg_find successful for "Text=Flight departing from <B>Frankfurt</B> to <B>Paris</B> on <B>10/28/2020</B>" (count=1)  	[MsgId: MMSG-26364]
Action.c(139): web_submit_data("reservations.pl") was successful, 2443 body bytes, 256 header bytes, 12 chunking overhead bytes  	[MsgId: MMSG-26385]
Action.c(163): Notify: Transaction "insert_info_for_ticket_search" ended with a "Pass" status (Duration: 0,2089 Wasted Time: 0,0006).	[MsgId: MMSG-16871]
Action.c(165): Think time - Waiting 5,00 seconds (according to limit).	[MsgId: MMSG-15946]
Action.c(165): lr_think_time: 5,00 seconds (recorded think time was 28,00 seconds).	[MsgId: MMSG-15947]
Action.c(168): web_reg_find started  	[MsgId: MMSG-26355]
Action.c(168): Registering web_reg_find was successful  	[MsgId: MMSG-26390]
Action.c(175): Notify: Transaction "choose_the_flight" started.	[MsgId: MMSG-16999]
Action.c(177): web_submit_data("reservations.pl_2") started  	[MsgId: MMSG-26355]
Action.c(177): Resource "http://localhost:1080/WebTours/images/button_next.gif" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
Action.c(177): Registered web_reg_find successful for "Text=Flight Reservation" (count=1)  	[MsgId: MMSG-26364]
Action.c(177): web_submit_data("reservations.pl_2") was successful, 2677 body bytes, 255 header bytes, 12 chunking overhead bytes  	[MsgId: MMSG-26385]
Action.c(195): Notify: Transaction "choose_the_flight" ended with a "Pass" status (Duration: 0,2263 Wasted Time: 0,0000).	[MsgId: MMSG-16871]
Action.c(197): web_remove_auto_header("Origin") started  	[MsgId: MMSG-26355]
Action.c(197): Previous automatically added web header for "Origin" removed  	[MsgId: MMSG-26587]
Action.c(197): web_remove/revert_auto_header("Origin") was successful  	[MsgId: MMSG-26392]
Action.c(199): web_remove_auto_header("Sec-Fetch-User") started  	[MsgId: MMSG-26355]
Action.c(199): Previous automatically added web header for "Sec-Fetch-User" removed  	[MsgId: MMSG-26587]
Action.c(199): web_remove/revert_auto_header("Sec-Fetch-User") was successful  	[MsgId: MMSG-26392]
Action.c(201): web_remove_auto_header("Upgrade-Insecure-Requests") started  	[MsgId: MMSG-26355]
Action.c(201): Previous automatically added web header for "Upgrade-Insecure-Requests" removed  	[MsgId: MMSG-26587]
Action.c(201): web_remove/revert_auto_header("Upgrade-Insecure-Requests") was successful  	[MsgId: MMSG-26392]
Action.c(203): web_add_header("Origin") started  	[MsgId: MMSG-26355]
Action.c(203): web_add_header("Origin") was successful  	[MsgId: MMSG-26392]
Action.c(206): Think time - Waiting 5,00 seconds (according to limit).	[MsgId: MMSG-15946]
Action.c(206): lr_think_time: 5,00 seconds (recorded think time was 27,00 seconds).	[MsgId: MMSG-15947]
Action.c(209): web_reg_find started  	[MsgId: MMSG-26355]
Action.c(209): Registering web_reg_find was successful  	[MsgId: MMSG-26390]
Action.c(218): Notify: Transaction "insert_payment_info" started.	[MsgId: MMSG-16999]
Action.c(220): web_submit_data("reservations.pl_3") started  	[MsgId: MMSG-26355]
Action.c(220): Found resource "http://localhost:1080/WebTours/images/bookanother.gif" in HTML "http://localhost:1080/cgi-bin/reservations.pl"  	[MsgId: MMSG-26659]
Action.c(220): Registered web_reg_find successful for "Text=10/28/2020 :  5pm : Flight 142 leaves Frankfurt  for Paris." (count=1)  	[MsgId: MMSG-26364]
Action.c(220): web_submit_data("reservations.pl_3") was successful, 3292 body bytes, 654 header bytes, 12 chunking overhead bytes  	[MsgId: MMSG-26385]
Action.c(249): Notify: Transaction "insert_payment_info" ended with a "Pass" status (Duration: 0,2148 Wasted Time: 0,0000).	[MsgId: MMSG-16871]
Action.c(251): web_add_auto_header("Sec-Fetch-User") started  	[MsgId: MMSG-26355]
Action.c(251): web_add_auto_header("Sec-Fetch-User") was successful  	[MsgId: MMSG-26392]
Action.c(254): web_add_auto_header("Upgrade-Insecure-Requests") started  	[MsgId: MMSG-26355]
Action.c(254): web_add_auto_header("Upgrade-Insecure-Requests") was successful  	[MsgId: MMSG-26392]
Action.c(257): Think time - Waiting 5,00 seconds (according to limit).	[MsgId: MMSG-15946]
Action.c(257): lr_think_time: 5,00 seconds (recorded think time was 10,00 seconds).	[MsgId: MMSG-15947]
Action.c(261): web_reg_find started  	[MsgId: MMSG-26355]
Action.c(261): Registering web_reg_find was successful  	[MsgId: MMSG-26390]
Action.c(266): Notify: Transaction "view_itinerary" started.	[MsgId: MMSG-16999]
Action.c(268): web_url("Itinerary Button") started  	[MsgId: MMSG-26355]
Action.c(268): Detected non-resource "http://localhost:1080/cgi-bin/nav.pl?page=menu&in=itinerary" in "http://localhost:1080/cgi-bin/welcome.pl?page=itinerary"  	[MsgId: MMSG-26574]
Action.c(268): Detected non-resource "http://localhost:1080/cgi-bin/itinerary.pl" in "http://localhost:1080/cgi-bin/welcome.pl?page=itinerary"  	[MsgId: MMSG-26574]
Action.c(268): Resource "http://localhost:1080/WebTours/images/flights.gif" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
Action.c(268): Found resource "http://localhost:1080/WebTours/images/in_itinerary.gif" in HTML "http://localhost:1080/cgi-bin/nav.pl?page=menu&in=itinerary"  	[MsgId: MMSG-26659]
Action.c(268): Resource "http://localhost:1080/WebTours/images/home.gif" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
Action.c(268): Resource "http://localhost:1080/WebTours/images/signoff.gif" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
Action.c(268): Found resource "http://localhost:1080/WebTours/images/cancelreservation.gif" in HTML "http://localhost:1080/cgi-bin/itinerary.pl"  	[MsgId: MMSG-26659]
Action.c(268): Found resource "http://localhost:1080/WebTours/images/cancelallreservations.gif" in HTML "http://localhost:1080/cgi-bin/itinerary.pl"  	[MsgId: MMSG-26659]
Action.c(268): Registered web_reg_find successful for "Text=Flight Transaction Summary" (count=1)  	[MsgId: MMSG-26364]
Action.c(268): web_url("Itinerary Button") was successful, 12513 body bytes, 1618 header bytes, 50 chunking overhead bytes  	[MsgId: MMSG-26385]
Action.c(278): Notify: Transaction "view_itinerary" ended with a "Pass" status (Duration: 0,3924 Wasted Time: 0,0001).	[MsgId: MMSG-16871]
Action.c(280): web_add_header("Origin") started  	[MsgId: MMSG-26355]
Action.c(280): web_add_header("Origin") was successful  	[MsgId: MMSG-26392]
Action.c(283): lr_think_time: 5,00 seconds.	[MsgId: MMSG-15948]
Action.c(286): web_reg_find started  	[MsgId: MMSG-26355]
Action.c(286): Registering web_reg_find was successful  	[MsgId: MMSG-26390]
Action.c(289): Notify: Transaction "logout" started.	[MsgId: MMSG-16999]
Action.c(291): web_url("welcome.pl") started  	[MsgId: MMSG-26355]
Action.c(291): Detected non-resource "http://localhost:1080/cgi-bin/nav.pl?in=home" in "http://localhost:1080/cgi-bin/welcome.pl?signOff=1"  	[MsgId: MMSG-26574]
Action.c(291): Detected non-resource "http://localhost:1080/WebTours/home.html" in "http://localhost:1080/cgi-bin/welcome.pl?signOff=1"  	[MsgId: MMSG-26574]
Action.c(291): Retrieving data from cache for "http://localhost:1080/WebTours/home.html"  	[MsgId: MMSG-26558]
Action.c(291): Resource "http://localhost:1080/WebTours/images/mer_login.gif" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
Action.c(291): Registered web_reg_find successful for "Text=A Session ID has been created and loaded into a cookie called MSO." (count=1)  	[MsgId: MMSG-26364]
Action.c(291): web_url("welcome.pl") was successful, 2175 body bytes, 584 header bytes, 24 chunking overhead bytes  	[MsgId: MMSG-26385]
Action.c(301): Notify: Transaction "logout" ended with a "Pass" status (Duration: 0,3503 Wasted Time: 0,0000).	[MsgId: MMSG-16871]
Action.c(303): Notify: Transaction "04_View_reciepts" ended with a "Pass" status (Duration: 32,6144 Think Time: 30,0061 Wasted Time: 0,0014).	[MsgId: MMSG-16870]
Ending action Action.	[MsgId: MMSG-15918]
Ending iteration 4.	[MsgId: MMSG-15965]
Waiting 147,3840 seconds for iteration pacing.	[MsgId: MMSG-15996]
Starting iteration 5.	[MsgId: MMSG-15968]
Starting action Action.	[MsgId: MMSG-15919]
Action.c(3): Notify: Transaction "04_View_reciepts" started.	[MsgId: MMSG-16999]
Action.c(5): web_set_sockets_option started  	[MsgId: MMSG-26355]
Action.c(5): web_set_sockets_option was successful  	[MsgId: MMSG-26392]
Action.c(7): web_add_auto_header("Sec-Fetch-Site") started  	[MsgId: MMSG-26355]
Action.c(7): web_add_auto_header("Sec-Fetch-Site") was successful  	[MsgId: MMSG-26392]
Action.c(10): web_add_auto_header("Sec-Fetch-Dest") started  	[MsgId: MMSG-26355]
Action.c(10): web_add_auto_header("Sec-Fetch-Dest") was successful  	[MsgId: MMSG-26392]
Action.c(13): web_add_auto_header("Sec-Fetch-Mode") started  	[MsgId: MMSG-26355]
Action.c(13): web_add_auto_header("Sec-Fetch-Mode") was successful  	[MsgId: MMSG-26392]
Action.c(16): web_add_auto_header("Sec-Fetch-User") started  	[MsgId: MMSG-26355]
Action.c(16): web_add_auto_header("Sec-Fetch-User") was successful  	[MsgId: MMSG-26392]
Action.c(19): web_add_auto_header("Upgrade-Insecure-Requests") started  	[MsgId: MMSG-26355]
Action.c(19): web_add_auto_header("Upgrade-Insecure-Requests") was successful  	[MsgId: MMSG-26392]
Action.c(23): web_reg_save_param started  	[MsgId: MMSG-26355]
Action.c(23): Registering web_reg_save_param was successful  	[MsgId: MMSG-26390]
Action.c(29): web_reg_find started  	[MsgId: MMSG-26355]
Action.c(29): Registering web_reg_find was successful  	[MsgId: MMSG-26390]
Action.c(32): Notify: Transaction "connection" started.	[MsgId: MMSG-16999]
Action.c(34): web_url("WebTours") started  	[MsgId: MMSG-26355]
Action.c(34): Detected non-resource "http://localhost:1080/WebTours/header.html" in "http://localhost:1080/WebTours/"  	[MsgId: MMSG-26574]
Action.c(34): Detected non-resource "http://localhost:1080/cgi-bin/welcome.pl?signOff=true" in "http://localhost:1080/WebTours/"  	[MsgId: MMSG-26574]
Action.c(34): Found resource "http://localhost:1080/WebTours/images/hp_logo.png" in HTML "http://localhost:1080/WebTours/header.html"  	[MsgId: MMSG-26659]
Action.c(34): Found resource "http://localhost:1080/WebTours/images/webtours.png" in HTML "http://localhost:1080/WebTours/header.html"  	[MsgId: MMSG-26659]
Action.c(34): Detected non-resource "http://localhost:1080/cgi-bin/nav.pl?in=home" in "http://localhost:1080/cgi-bin/welcome.pl?signOff=true"  	[MsgId: MMSG-26574]
Action.c(34): Detected non-resource "http://localhost:1080/WebTours/home.html" in "http://localhost:1080/cgi-bin/welcome.pl?signOff=true"  	[MsgId: MMSG-26574]
Action.c(34): Found resource "http://localhost:1080/WebTours/images/mer_login.gif" in HTML "http://localhost:1080/cgi-bin/nav.pl?in=home"  	[MsgId: MMSG-26659]
Action.c(34): Registered web_reg_find successful for "Text=A Session ID has been created and loaded into a cookie called MSO." (count=1)  	[MsgId: MMSG-26364]
Action.c(34): web_url("WebTours") was successful, 10080 body bytes, 2371 header bytes, 24 chunking overhead bytes  	[MsgId: MMSG-26385]
Action.c(44): Notify: Transaction "connection" ended with a "Pass" status (Duration: 0,3553 Wasted Time: 0,0001).	[MsgId: MMSG-16871]
Action.c(46): web_remove_auto_header("Sec-Fetch-User") started  	[MsgId: MMSG-26355]
Action.c(46): Previous automatically added web header for "Sec-Fetch-User" removed  	[MsgId: MMSG-26587]
Action.c(46): web_remove/revert_auto_header("Sec-Fetch-User") was successful  	[MsgId: MMSG-26392]
Action.c(48): web_add_auto_header("Sec-Fetch-Dest") started  	[MsgId: MMSG-26355]
Action.c(48): web_add_auto_header("Sec-Fetch-Dest") was successful  	[MsgId: MMSG-26392]
Action.c(51): web_remove_auto_header("Upgrade-Insecure-Requests") started  	[MsgId: MMSG-26355]
Action.c(51): Previous automatically added web header for "Upgrade-Insecure-Requests" removed  	[MsgId: MMSG-26587]
Action.c(51): web_remove/revert_auto_header("Upgrade-Insecure-Requests") was successful  	[MsgId: MMSG-26392]
Action.c(53): web_add_header("Origin") started  	[MsgId: MMSG-26355]
Action.c(53): web_add_header("Origin") was successful  	[MsgId: MMSG-26392]
Action.c(56): web_add_auto_header("Sec-Fetch-Site") started  	[MsgId: MMSG-26355]
Action.c(56): web_add_auto_header("Sec-Fetch-Site") was successful  	[MsgId: MMSG-26392]
Action.c(60): web_reg_find started  	[MsgId: MMSG-26355]
Action.c(60): Registering web_reg_find was successful  	[MsgId: MMSG-26390]
Action.c(65): Notify: Transaction "login" started.	[MsgId: MMSG-16999]
Action.c(67): web_submit_data("login.pl") started  	[MsgId: MMSG-26355]
Action.c(67): Detected non-resource "http://localhost:1080/cgi-bin/nav.pl?page=menu&in=home" in "http://localhost:1080/cgi-bin/login.pl"  	[MsgId: MMSG-26574]
Action.c(67): Detected non-resource "http://localhost:1080/cgi-bin/login.pl?intro=true" in "http://localhost:1080/cgi-bin/login.pl"  	[MsgId: MMSG-26574]
Action.c(67): Found resource "http://localhost:1080/WebTours/images/flights.gif" in HTML "http://localhost:1080/cgi-bin/nav.pl?page=menu&in=home"  	[MsgId: MMSG-26659]
Action.c(67): Found resource "http://localhost:1080/WebTours/images/itinerary.gif" in HTML "http://localhost:1080/cgi-bin/nav.pl?page=menu&in=home"  	[MsgId: MMSG-26659]
Action.c(67): Found resource "http://localhost:1080/WebTours/images/in_home.gif" in HTML "http://localhost:1080/cgi-bin/nav.pl?page=menu&in=home"  	[MsgId: MMSG-26659]
Action.c(67): Found resource "http://localhost:1080/WebTours/images/signoff.gif" in HTML "http://localhost:1080/cgi-bin/nav.pl?page=menu&in=home"  	[MsgId: MMSG-26659]
Action.c(67): Registered web_reg_find successful for "Text=Welcome, <b>VUser7</b>, to the Web Tours reservation pages" (count=1)  	[MsgId: MMSG-26364]
Action.c(67): web_submit_data("login.pl") was successful, 5781 body bytes, 2026 header bytes, 36 chunking overhead bytes  	[MsgId: MMSG-26385]
Action.c(84): Notify: Transaction "login" ended with a "Pass" status (Duration: 0,4333 Wasted Time: 0,0000).	[MsgId: MMSG-16871]
Action.c(86): web_add_auto_header("Sec-Fetch-User") started  	[MsgId: MMSG-26355]
Action.c(86): web_add_auto_header("Sec-Fetch-User") was successful  	[MsgId: MMSG-26392]
Action.c(89): web_add_auto_header("Upgrade-Insecure-Requests") started  	[MsgId: MMSG-26355]
Action.c(89): web_add_auto_header("Upgrade-Insecure-Requests") was successful  	[MsgId: MMSG-26392]
Action.c(92): Think time - Waiting 5,00 seconds (according to limit).	[MsgId: MMSG-15946]
Action.c(92): lr_think_time: 5,00 seconds (recorded think time was 6,00 seconds).	[MsgId: MMSG-15947]
Action.c(94): web_url("Search Flights Button") started  	[MsgId: MMSG-26355]
Action.c(94): Detected non-resource "http://localhost:1080/cgi-bin/nav.pl?page=menu&in=flights" in "http://localhost:1080/cgi-bin/welcome.pl?page=search"  	[MsgId: MMSG-26574]
Action.c(94): Detected non-resource "http://localhost:1080/cgi-bin/reservations.pl?page=welcome" in "http://localhost:1080/cgi-bin/welcome.pl?page=search"  	[MsgId: MMSG-26574]
Action.c(94): Found resource "http://localhost:1080/WebTours/images/in_flights.gif" in HTML "http://localhost:1080/cgi-bin/nav.pl?page=menu&in=flights"  	[MsgId: MMSG-26659]
Action.c(94): Resource "http://localhost:1080/WebTours/images/itinerary.gif" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
Action.c(94): Found resource "http://localhost:1080/WebTours/images/home.gif" in HTML "http://localhost:1080/cgi-bin/nav.pl?page=menu&in=flights"  	[MsgId: MMSG-26659]
Action.c(94): Resource "http://localhost:1080/WebTours/images/signoff.gif" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
Action.c(94): Found resource "http://localhost:1080/WebTours/images/button_next.gif" in HTML "http://localhost:1080/cgi-bin/reservations.pl?page=welcome"  	[MsgId: MMSG-26659]
Action.c(94): web_url("Search Flights Button") was successful, 8516 body bytes, 1620 header bytes, 43 chunking overhead bytes  	[MsgId: MMSG-26385]
Action.c(104): web_add_auto_header("Origin") started  	[MsgId: MMSG-26355]
Action.c(104): web_add_auto_header("Origin") was successful  	[MsgId: MMSG-26392]
Action.c(107): Think time - Waiting 5,00 seconds (according to limit).	[MsgId: MMSG-15946]
Action.c(107): lr_think_time: 5,00 seconds (recorded think time was 22,00 seconds).	[MsgId: MMSG-15947]
Action.c(110): web_reg_find started  	[MsgId: MMSG-26355]
Action.c(110): Registering web_reg_find was successful  	[MsgId: MMSG-26390]
Action.c(114): web_reg_save_param_attrib started  	[MsgId: MMSG-26355]
Action.c(114): Registering web_reg_save_param_attrib was successful  	[MsgId: MMSG-26390]
Action.c(125): web_reg_save_param started  	[MsgId: MMSG-26355]
Action.c(125): Registering web_reg_save_param was successful  	[MsgId: MMSG-26390]
Action.c(131): web_reg_save_param started  	[MsgId: MMSG-26355]
Action.c(131): Registering web_reg_save_param was successful  	[MsgId: MMSG-26390]
Action.c(137): Notify: Transaction "insert_info_for_ticket_search" started.	[MsgId: MMSG-16999]
Action.c(139): web_submit_data("reservations.pl") started  	[MsgId: MMSG-26355]
Action.c(139): Resource "http://localhost:1080/WebTours/images/button_next.gif" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
Action.c(139): Registered web_reg_find successful for "Text=Flight departing from <B>Frankfurt</B> to <B>Paris</B> on <B>01/11/2020</B>" (count=1)  	[MsgId: MMSG-26364]
Action.c(139): web_submit_data("reservations.pl") was successful, 2440 body bytes, 256 header bytes, 12 chunking overhead bytes  	[MsgId: MMSG-26385]
Action.c(163): Notify: Transaction "insert_info_for_ticket_search" ended with a "Pass" status (Duration: 0,2090 Wasted Time: 0,0006).	[MsgId: MMSG-16871]
Action.c(165): Think time - Waiting 5,00 seconds (according to limit).	[MsgId: MMSG-15946]
Action.c(165): lr_think_time: 5,00 seconds (recorded think time was 28,00 seconds).	[MsgId: MMSG-15947]
Action.c(168): web_reg_find started  	[MsgId: MMSG-26355]
Action.c(168): Registering web_reg_find was successful  	[MsgId: MMSG-26390]
Action.c(175): Notify: Transaction "choose_the_flight" started.	[MsgId: MMSG-16999]
Action.c(177): web_submit_data("reservations.pl_2") started  	[MsgId: MMSG-26355]
Action.c(177): Resource "http://localhost:1080/WebTours/images/button_next.gif" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
Action.c(177): Registered web_reg_find successful for "Text=Flight Reservation" (count=1)  	[MsgId: MMSG-26364]
Action.c(177): web_submit_data("reservations.pl_2") was successful, 2674 body bytes, 255 header bytes, 12 chunking overhead bytes  	[MsgId: MMSG-26385]
Action.c(195): Notify: Transaction "choose_the_flight" ended with a "Pass" status (Duration: 0,2131 Wasted Time: 0,0000).	[MsgId: MMSG-16871]
Action.c(197): web_remove_auto_header("Origin") started  	[MsgId: MMSG-26355]
Action.c(197): Previous automatically added web header for "Origin" removed  	[MsgId: MMSG-26587]
Action.c(197): web_remove/revert_auto_header("Origin") was successful  	[MsgId: MMSG-26392]
Action.c(199): web_remove_auto_header("Sec-Fetch-User") started  	[MsgId: MMSG-26355]
Action.c(199): Previous automatically added web header for "Sec-Fetch-User" removed  	[MsgId: MMSG-26587]
Action.c(199): web_remove/revert_auto_header("Sec-Fetch-User") was successful  	[MsgId: MMSG-26392]
Action.c(201): web_remove_auto_header("Upgrade-Insecure-Requests") started  	[MsgId: MMSG-26355]
Action.c(201): Previous automatically added web header for "Upgrade-Insecure-Requests" removed  	[MsgId: MMSG-26587]
Action.c(201): web_remove/revert_auto_header("Upgrade-Insecure-Requests") was successful  	[MsgId: MMSG-26392]
Action.c(203): web_add_header("Origin") started  	[MsgId: MMSG-26355]
Action.c(203): web_add_header("Origin") was successful  	[MsgId: MMSG-26392]
Action.c(206): Think time - Waiting 5,00 seconds (according to limit).	[MsgId: MMSG-15946]
Action.c(206): lr_think_time: 5,00 seconds (recorded think time was 27,00 seconds).	[MsgId: MMSG-15947]
Action.c(209): web_reg_find started  	[MsgId: MMSG-26355]
Action.c(209): Registering web_reg_find was successful  	[MsgId: MMSG-26390]
Action.c(218): Notify: Transaction "insert_payment_info" started.	[MsgId: MMSG-16999]
Action.c(220): web_submit_data("reservations.pl_3") started  	[MsgId: MMSG-26355]
Action.c(220): Found resource "http://localhost:1080/WebTours/images/bookanother.gif" in HTML "http://localhost:1080/cgi-bin/reservations.pl"  	[MsgId: MMSG-26659]
Action.c(220): Registered web_reg_find successful for "Text=01/11/2020 :  5pm : Flight 142 leaves Frankfurt  for Paris." (count=1)  	[MsgId: MMSG-26364]
Action.c(220): web_submit_data("reservations.pl_3") was successful, 3289 body bytes, 654 header bytes, 12 chunking overhead bytes  	[MsgId: MMSG-26385]
Action.c(249): Notify: Transaction "insert_payment_info" ended with a "Pass" status (Duration: 0,2150 Wasted Time: 0,0000).	[MsgId: MMSG-16871]
Action.c(251): web_add_auto_header("Sec-Fetch-User") started  	[MsgId: MMSG-26355]
Action.c(251): web_add_auto_header("Sec-Fetch-User") was successful  	[MsgId: MMSG-26392]
Action.c(254): web_add_auto_header("Upgrade-Insecure-Requests") started  	[MsgId: MMSG-26355]
Action.c(254): web_add_auto_header("Upgrade-Insecure-Requests") was successful  	[MsgId: MMSG-26392]
Action.c(257): Think time - Waiting 5,00 seconds (according to limit).	[MsgId: MMSG-15946]
Action.c(257): lr_think_time: 5,00 seconds (recorded think time was 10,00 seconds).	[MsgId: MMSG-15947]
Action.c(261): web_reg_find started  	[MsgId: MMSG-26355]
Action.c(261): Registering web_reg_find was successful  	[MsgId: MMSG-26390]
Action.c(266): Notify: Transaction "view_itinerary" started.	[MsgId: MMSG-16999]
Action.c(268): web_url("Itinerary Button") started  	[MsgId: MMSG-26355]
